Price,JPM,BAC,WFC,C,GS,MS,USB,PNC,TFC,COF,RF,FITB,STT,MTB,BK,KEY,CFG,HBAN,ALLY,CMA,BPOP,FHN,ZION,SNV,OZK,EWBC,PB,BOH,WAL,S&P_500,Dow_Jones,Nasdaq,VIX,US_10Y_Treasury,US_3M_Treasury
Ticker,JPM,BAC,WFC,C,GS,MS,USB,PNC,TFC,COF,RF,FITB,STT,MTB,BK,KEY,CFG,HBAN,ALLY,CMA,BPOP,FHN,ZION,SNV,OZK,EWBC,PB,BOH,WAL,^GSPC,^DJI,^IXIC,^VIX,^TNX,^IRX
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-08,146.9957275390625,40.5575065612793,45.38186264038086,54.95452880859375,364.533203125,90.25050354003906,49.166656494140625,178.1764678955078,50.62620162963867,139.73939514160156,19.719194412231445,38.66332244873047,83.18344116210938,136.63882446289062,50.89973831176758,19.472402572631836,41.07206726074219,13.082056045532227,43.135318756103516,71.26573944091797,72.41870880126953,14.748950958251953,56.20827102661133,41.51191329956055,40.90927505493164,72.44755554199219,65.43482971191406,71.23561096191406,101.54566955566406,4701.2099609375,35754.75,15786.990234375,19.899999618530273,1.5089999437332153,0.05999999865889549
2021-12-09,146.76707458496094,40.860591888427734,45.639041900634766,54.67298126220703,363.7716369628906,89.65328216552734,49.313194274902344,176.97738647460938,50.507598876953125,140.0774383544922,19.414348602294922,38.47862243652344,84.14141082763672,136.89962768554688,51.58659744262695,19.379674911499023,40.87360382080078,13.090539932250977,43.019554138183594,70.64221954345703,71.78153991699219,14.562366485595703,55.89776611328125,41.07411575317383,40.85572052001953,71.906494140625,65.04315948486328,70.7280044555664,99.7283935546875,4667.4501953125,35754.69140625,15517.3701171875,21.579999923706055,1.4869999885559082,0.05299999937415123
2021-12-10,146.18167114257812,40.88813781738281,46.10745620727539,53.41482162475586,358.7896728515625,87.7368392944336,49.795902252197266,177.7091827392578,50.312747955322266,141.24188232421875,19.36208724975586,38.487403869628906,83.72061920166016,136.87261962890625,51.27027893066406,19.396533966064453,40.89950180053711,12.954798698425293,43.304508209228516,71.22360229492188,72.93754577636719,14.509057998657227,56.0751953125,41.26674270629883,40.52552795410156,71.33792877197266,65.56834411621094,71.3560562133789,99.2926025390625,4712.02001953125,35970.98828125,15630.599609375,18.690000534057617,1.4889999628067017,0.05000000074505806
2021-12-13,144.44378662109375,40.02482604980469,44.601165771484375,52.94850540161133,352.8995361328125,86.61372375488281,48.977027893066406,172.99224853515625,49.13520050048828,137.13824462890625,18.68271827697754,37.29127502441406,81.70616912841797,132.7541046142578,50.72801971435547,18.92447853088379,39.94172668457031,12.657864570617676,42.01329803466797,69.04974365234375,70.2796401977539,14.162545204162598,54.26545333862305,39.997135162353516,40.043609619140625,69.412109375,64.43785095214844,70.00533294677734,97.1878890991211,4668.97021484375,35650.94921875,15413.2802734375,20.309999465942383,1.4240000247955322,0.0430000014603138
2021-12-14,145.550537109375,40.529945373535156,44.90425491333008,53.353233337402344,356.7344970703125,88.08447265625,49.39939880371094,175.28456115722656,49.69432830810547,138.90365600585938,19.013690948486328,37.92452621459961,82.4582290649414,134.36373901367188,51.31546401977539,19.185792922973633,40.62338638305664,12.903894424438477,42.81474304199219,71.13983154296875,71.03514862060547,14.349128723144531,55.241294860839844,40.48747253417969,40.079315185546875,70.38417053222656,64.24957275390625,70.5215072631836,97.5958480834961,4634.08984375,35544.1796875,15237.6396484375,21.889999389648438,1.437999963760376,0.04800000041723251
2021-12-15,144.4621124267578,40.355445861816406,44.95018768310547,53.00129318237305,357.734619140625,88.62821197509766,48.90807342529297,174.6409912109375,49.61808395385742,138.40597534179688,19.048532485961914,38.18837356567383,82.24336242675781,135.44284057617188,51.423919677734375,19.480831146240234,40.68378829956055,13.048120498657227,42.601016998291016,72.2783432006836,71.42654418945312,14.366898536682129,55.675987243652344,41.43109130859375,40.864646911621094,71.84230041503906,64.5364990234375,71.22698974609375,98.53231048583984,4709.85009765625,35927.4296875,15565.580078125,19.290000915527344,1.4630000591278076,0.04500000178813934
2021-12-16,146.72134399414062,41.32898712158203,46.19930648803711,53.7315559387207,364.5790100097656,89.4036865234375,49.502838134765625,177.91197204589844,50.13485336303711,138.99754333496094,19.12691879272461,38.285125732421875,82.9864730834961,137.744873046875,52.797637939453125,19.657852172851562,40.65789794921875,13.18095874786377,42.173587799072266,74.0115966796875,72.25486755371094,14.491286277770996,56.305850982666016,41.5986442565918,40.91819763183594,71.26455688476562,64.32129669189453,70.89146423339844,97.16007995605469,4668.669921875,35897.640625,15180.4296875,20.56999969482422,1.4220000505447388,0.03500000014901161
2021-12-17,143.38278198242188,40.30035400390625,44.0408935546875,52.38541030883789,350.2938232421875,86.57806396484375,48.037479400634766,173.90040588378906,48.381229400634766,135.29771423339844,18.525938034057617,37.16814422607422,82.21649932861328,132.32247924804688,51.9661750793457,18.975053787231445,39.22555160522461,12.752449035644531,41.176231384277344,71.14833068847656,70.361572265625,14.020386695861816,54.292076110839844,40.1523551940918,40.025760650634766,69.37542724609375,63.379878997802734,69.5063247680664,93.98909759521484,4620.64013671875,35365.44140625,15169.6796875,21.56999969482422,1.4019999504089355,0.029999999329447746
2021-12-20,140.80345153808594,39.63908767700195,43.03056716918945,51.27681350708008,340.9447326660156,85.00927734375,47.29618835449219,169.76535034179688,47.161319732666016,129.91700744628906,18.020763397216797,36.2182731628418,80.66759490966797,130.1193389892578,51.044334411621094,18.604148864746094,38.388580322265625,12.461061477661133,40.09874725341797,69.5765151977539,69.1782455444336,13.54060173034668,52.69525146484375,39.217552185058594,39.28504180908203,67.44043731689453,62.16051483154297,68.9557113647461,91.58765411376953,4568.02001953125,34932.16015625,14980.9404296875,22.8700008392334,1.4190000295639038,0.03799999877810478
2021-12-21,142.7699737548828,40.58505630493164,43.91230773925781,52.24463653564453,348.9360046386719,87.1485366821289,48.132301330566406,173.57418823242188,48.38970184326172,134.76248168945312,18.569488525390625,37.388023376464844,82.65518951416016,134.03103637695312,52.318641662597656,19.12678337097168,39.54480743408203,12.915282249450684,41.37214660644531,72.04045867919922,72.29127502441406,13.949308395385742,54.69129180908203,40.84904098510742,40.293495178222656,70.0632095336914,63.541259765625,70.69358825683594,95.70439147949219,4649.22998046875,35492.69921875,15341.08984375,21.010000228881836,1.4869999885559082,0.06499999761581421
2021-12-22,143.32791137695312,40.667720794677734,44.11437225341797,52.43819808959961,350.78009033203125,87.6209716796875,48.3305549621582,173.7945556640625,48.57608413696289,134.9690399169922,18.5869083404541,37.55513381958008,82.89693450927734,135.34390258789062,52.33671188354492,19.101497650146484,39.81229782104492,12.958131790161133,42.066734313964844,72.16788482666016,72.83740997314453,14.055928230285645,54.87758255004883,41.060699462890625,40.63261413574219,70.52174377441406,63.92680740356445,71.12376403808594,97.0488052368164,4696.56005859375,35753.890625,15521.8896484375,18.6299991607666,1.4570000171661377,0.06499999761581421
2021-12-23,143.84011840820312,40.79629135131836,44.41747283935547,52.97489547729492,353.2665100097656,88.54798126220703,48.53742980957031,174.50872802734375,48.94035720825195,136.25555419921875,18.74368667602539,37.88054656982422,83.29087829589844,135.73960876464844,52.5174674987793,19.168933868408203,40.235103607177734,13.07811450958252,42.3694953918457,72.4737777709961,73.41997528076172,14.189201354980469,55.32114028930664,41.29880905151367,40.54336929321289,70.93441009521484,64.15991973876953,71.70878601074219,98.01307678222656,4725.7900390625,35950.55859375,15653.3701171875,17.959999084472656,1.4930000305175781,0.057999998331069946
2021-12-27,144.663330078125,40.99835205078125,44.794044494628906,53.36203384399414,356.0189208984375,89.4928207397461,48.90807342529297,177.27716064453125,49.524898529052734,136.9973602294922,19.06595230102539,38.43464279174805,83.97130584716797,138.01463317871094,52.88801193237305,19.463972091674805,40.726924896240234,13.198100090026855,42.414024353027344,73.57827758789062,74.12995910644531,14.40243911743164,55.89776611328125,42.039588928222656,41.23055648803711,72.21829223632812,64.5006332397461,72.36264038085938,99.71910858154297,4791.18994140625,36302.37890625,15871.259765625,17.68000030517578,1.4809999465942383,0.0430000014603138
2021-12-28,145.10235595703125,41.0534553527832,44.47256851196289,53.33562469482422,355.62445068359375,89.10955047607422,48.916690826416016,177.36534118652344,49.728214263916016,137.28848266601562,19.031110763549805,38.50499725341797,83.89073944091797,138.65310668945312,52.83378601074219,19.548269271850586,40.81321716308594,13.215238571166992,42.65446090698242,73.68024444580078,73.89329528808594,14.544599533081055,55.98648452758789,42.0660514831543,41.426883697509766,72.2091064453125,64.94891357421875,72.42288208007812,99.77474975585938,4786.35009765625,36398.2109375,15781.7197265625,17.540000915527344,1.4809999465942383,0.05000000074505806
2021-12-29,145.02919006347656,40.98917007446289,44.500125885009766,53.2652473449707,354.3308410644531,88.00426483154297,48.78739929199219,177.4270477294922,49.795989990234375,136.7156524658203,19.031110763549805,38.610538482666016,83.97130584716797,138.5721893310547,52.75244140625,19.640987396240234,40.81321716308594,13.223811149597168,42.698974609375,74.4194107055664,74.57597351074219,14.615679740905762,56.288108825683594,42.33061599731445,41.50720977783203,73.19954681396484,65.19099426269531,72.55191802978516,100.1734390258789,4793.06005859375,36488.62890625,15766.2197265625,16.950000762939453,1.5429999828338623,0.04500000178813934
2021-12-30,144.95602416992188,40.89732360839844,44.17865753173828,53.16846466064453,353.7068786621094,88.066650390625,48.79608917236328,177.2154541015625,49.55877685546875,136.62176513671875,19.048532485961914,38.610538482666016,83.47888946533203,137.744873046875,52.39093780517578,19.548269271850586,40.78733444213867,13.223811149597168,42.3784065246582,73.93511962890625,74.4758529663086,14.544599533081055,56.00422286987305,42.039588928222656,41.364410400390625,72.46588897705078,64.86822509765625,72.16474914550781,99.94164276123047,4778.72998046875,36398.078125,15741.5595703125,17.329999923706055,1.5149999856948853,0.02500000037252903
2021-12-31,144.8371124267578,40.860591888427734,44.068443298339844,53.13326644897461,350.9819641113281,87.49617767333984,48.8134651184082,176.79225158691406,49.601139068603516,136.24615478515625,18.98756217956543,38.56626510620117,83.7761459350586,138.10458374023438,52.4903564453125,19.49768829345703,40.77007293701172,13.215238571166992,42.396202087402344,73.91812896728516,74.67610168457031,14.509057998657227,56.03083419799805,42.215965270996094,41.525054931640625,72.15409851074219,64.82340240478516,72.0615234375,99.81181335449219,4766.18017578125,36338.30078125,15644.9697265625,17.219999313354492,1.5119999647140503,0.032999999821186066
2022-01-03,147.90121459960938,42.4127197265625,46.59425735473633,55.51762771606445,362.7073669433594,89.30564880371094,49.76940155029297,183.5811309814453,51.16838836669922,139.29806518554688,19.745323181152344,39.5580940246582,85.08233642578125,142.30398559570312,52.87896728515625,19.87702178955078,42.40086364746094,13.54090690612793,43.25998306274414,75.28605651855469,75.3041763305664,14.87333869934082,56.988929748535156,43.283050537109375,42.06944274902344,73.19037628173828,65.15512084960938,73.5671157836914,101.54566955566406,4796.56005859375,36585.05859375,15832.7998046875,16.600000381469727,1.628000020980835,0.05299999937415123
2022-01-04,153.50811767578125,44.0750732421875,48.4495735168457,55.94874572753906,373.854736328125,92.9334945678711,51.07295227050781,190.34349060058594,52.820343017578125,141.936767578125,20.625022888183594,41.240665435791016,88.56851196289062,147.474609375,54.767826080322266,20.92228889465332,44.32504653930664,14.055118560791016,44.2929573059082,78.50617218017578,78.57192993164062,15.45974063873291,58.61236572265625,44.93218231201172,43.37239456176758,75.38213348388672,66.54485321044922,74.6683349609375,106.81209564208984,4793.5400390625,36799.6484375,15622.7197265625,16.90999984741211,1.6679999828338623,0.07999999821186066
2022-01-05,150.70167541503906,43.331138610839844,48.02707290649414,55.297664642333984,365.73504638671875,90.63377380371094,50.80354690551758,187.2576446533203,52.2442741394043,139.222900390625,20.424694061279297,41.1166877746582,87.51456451416016,148.63461303710938,54.388248443603516,20.795846939086914,43.9885368347168,14.072258949279785,43.31341552734375,78.45518493652344,78.62655639648438,15.424202919006348,58.74544143676758,44.55297088623047,44.08634567260742,75.72144317626953,66.38346099853516,74.72854614257812,107.51676940917969,4700.580078125,36407.109375,15100.169921875,19.729999542236328,1.7050000429153442,0.08500000089406967
